8597|8629,7674|7706,-1|-1,-1|-1,-1|-1,5037|5071,4354|4387,3624|3658
8178|8210,7329|7362,6686|6725,6116|6148,5330|5364,4740|4773,4022|4055,3283|3316
8284|8316,7382|7414,6755|6790,6186|6218,5402|5441,4804|4837,4083|4117,3345|3391
7851|7884,7087|7126,6512|6544,5949|5983,5173|5205,4489|4526,3767|3801,3010|3048
8397|8429,7454|7487,-1|-1,-1|-1,-1|-1,4872|4922,4171|4204,3445|3477
7967|8001,7164|7202,6589|6621,6018|6063,5242|5274,4572|4605,3845|3884,3102|3138
8468|8549,7525|7558,6831|6870,6282|6314,5480|5512,4956|4988,4244|4284,3522|3562
8092|8124,7244|7276,6937|6975,6350|6384,5570|5603,4649|4681,3924|3957,3184|3222
8581|8613,7658|7690,-1|-1,-1|-1,-1|-1,5021|5055,4338|4371,3608|3642
8162|8194,7313|7346,6670|6709,6100|6132,5314|5348,4724|4757,4006|4039,3267|3300
8292|8324,7390|7422,6763|6798,6194|6226,5410|5449,4812|4845,4091|4125,3353|3399
7859|7892,7095|7134,6520|6552,5957|5991,5181|5213,4497|4534,3775|3809,3018|3056
8405|8437,7462|7495,-1|-1,-1|-1,-1|-1,4880|4930,4179|4212,3453|3485
7975|8009,7172|7210,6597|6629,6026|6071,5250|5282,4580|4613,3853|3892,3110|3146
8476|8557,7533|7566,6839|6878,6290|6322,5488|5520,4964|4996,4252|4292,3530|3570
8100|8132,7252|7284,6945|6983,6358|6392,5578|5611,4657|4689,3932|3965,3192|3230
8589|8621,7666|7698,-1|-1,-1|-1,-1|-1,5029|5063,4346|4379,3616|3650
8170|8202,7321|7354,6678|6717,6108|6140,5322|5356,4732|4765,4014|4047,3275|3308
8276|8308,7374|7406,6747|6782,6178|6210,5394|5433,4796|4829,4075|4109,3337|3383
7843|7876,7079|7118,6504|6536,5941|5975,5165|5197,4481|4518,3759|3793,3002|3040
8389|8421,7446|7479,-1|-1,-1|-1,-1|-1,4864|4914,4163|4196,3437|3469
7959|7993,7156|7194,6581|6613,6010|6055,5234|5266,4564|4597,3837|3876,3094|3130
8460|8541,7517|7550,6823|6862,6274|6306,5472|5504,4948|4980,4236|4276,3514|3554
8084|8116,7236|7268,6929|6967,6342|6376,5562|5595,4641|4673,3916|3949,3176|3214
8573|8605,7650|7682,-1|-1,-1|-1,-1|-1,5013|5047,4330|4363,3600|3634
8154|8186,7305|7338,6662|6701,6092|6124,5306|5340,4716|4749,3998|4031,3259|3292
8296|8328,7394|7426,6767|6802,6198|6230,5414|5453,4816|4849,4095|4129,3357|3403
7863|7896,7099|7138,6524|6556,5961|5995,5185|5217,4501|4538,3779|3813,3022|3060
8409|8441,7466|7499,-1|-1,-1|-1,-1|-1,4884|4934,4183|4216,3457|3489
7979|8013,7176|7214,6601|6633,6030|6075,5254|5286,4584|4617,3857|3896,3114|3150
8480|8561,7537|7570,6843|6882,6294|6326,5492|5524,4968|5000,4256|4296,3534|3574
8104|8136,7256|7288,6949|6987,6362|6396,5582|5615,4661|4693,3936|3969,3196|3234
8593|8625,7670|7702,-1|-1,-1|-1,-1|-1,5033|5067,4350|4383,3620|3654
8174|8206,7325|7358,6682|6721,6112|6144,5326|5360,4736|4769,4018|4051,3279|3312
8280|8312,7378|7410,6751|6786,6182|6214,5398|5437,4800|4833,4079|4113,3341|3387
7847|7880,7083|7122,6508|6540,5945|5979,5169|5201,4485|4522,3763|3797,3006|3044
8393|8425,7450|7483,-1|-1,-1|-1,-1|-1,4868|4918,4167|4200,3441|3473
7963|7997,7160|7198,6585|6617,6014|6059,5238|5270,4568|4601,3841|3880,3098|3134
8464|8545,7521|7554,6827|6866,6278|6310,5476|5508,4952|4984,4240|4280,3518|3558
8088|8120,7240|7272,6933|6971,6346|6380,5566|5599,4645|4677,3920|3953,3180|3218
8577|8609,7654|7686,-1|-1,-1|-1,-1|-1,5017|5051,4334|4367,3604|3638
8158|8190,7309|7342,6666|6705,6096|6128,5310|5344,4720|4753,4002|4035,3263|3296
8288|8320,7386|7418,6759|6794,6190|6222,5406|5445,4808|4841,4087|4121,3349|3395
7855|7888,7091|7130,6516|6548,5953|5987,5177|5209,4493|4530,3771|3805,3014|3052
8401|8433,7458|7491,-1|-1,-1|-1,-1|-1,4876|4926,4175|4208,3449|3481
7971|8005,7168|7206,6593|6625,6022|6067,5246|5278,4576|4609,3849|3888,3106|3142
8472|8553,7529|7562,6835|6874,6286|6318,5484|5516,4960|4992,4248|4288,3526|3566
8096|8128,7248|7280,6941|6979,6354|6388,5574|5607,4653|4685,3928|3961,3188|3226
8585|8617,7662|7694,-1|-1,-1|-1,-1|-1,5025|5059,4342|4375,3612|3646
8166|8198,7317|7350,6674|6713,6104|6136,5318|5352,4728|4761,4010|4043,3271|3304
8272|8304,7370|7402,6743|6778,6174|6206,5390|5429,4792|4825,4071|4105,3333|3379
7839|7872,7075|7114,6500|6532,5937|5971,5161|5193,4477|4514,3755|3789,2998|3036
8385|8417,7442|7475,-1|-1,-1|-1,-1|-1,4860|4910,4159|4192,3433|3465
7955|7989,7152|7190,6577|6609,6006|6051,5230|5262,4560|4593,3833|3872,3090|3126
8456|8537,7513|7546,6819|6858,6270|6302,5468|5500,4944|4976,4232|4272,3510|3550
8080|8112,7232|7264,6925|6963,6338|6372,5558|5591,4637|4669,3912|3945,3172|3210
8569|8601,7646|7678,-1|-1,-1|-1,-1|-1,5009|5043,4326|4359,3596|3630
8150|8182,7301|7334,6658|6697,6088|6120,5302|5336,4712|4745,3994|4027,3255|3288
8301|8333,7399|7431,6772|6807,6203|6235,5419|5458,4821|4854,4100|4134,3362|3408
7868|7901,7104|7143,6529|6561,5966|6000,5190|5222,4506|4543,3784|3818,3027|3065
8414|8446,7471|7504,-1|-1,-1|-1,-1|-1,4889|4939,4188|4221,3462|3494
7984|8018,7181|7219,6606|6638,6035|6080,5259|5291,4589|4622,3862|3901,3119|3155
8485|8566,7542|7575,6848|6887,6299|6331,5497|5529,4973|5005,4261|4301,3539|3579
8109|8141,7261|7293,6954|6992,6367|6401,5587|5620,4666|4698,3941|3974,3201|3239
8598|8630,7675|7707,-1|-1,-1|-1,-1|-1,5038|5072,4355|4388,3625|3659
8179|8211,7330|7363,6687|6726,6117|6149,5331|5365,4741|4774,4023|4056,3284|3317
8285|8317,7383|7415,6756|6791,6187|6219,5403|5442,4805|4838,4084|4118,3346|3392
7852|7885,7088|7127,6513|6545,5950|5984,5174|5206,4490|4527,3768|3802,3011|3049
8398|8430,7455|7488,-1|-1,-1|-1,-1|-1,4873|4923,4172|4205,3446|3478
7968|8002,7165|7203,6590|6622,6019|6064,5243|5275,4573|4606,3846|3885,3103|3139
8469|8550,7526|7559,6832|6871,6283|6315,5481|5513,4957|4989,4245|4285,3523|3563
8093|8125,7245|7277,6938|6976,6351|6385,5571|5604,4650|4682,3925|3958,3185|3223
8582|8614,7659|7691,-1|-1,-1|-1,-1|-1,5022|5056,4339|4372,3609|3643
8163|8195,7314|7347,6671|6710,6101|6133,5315|5349,4725|4758,4007|4040,3268|3301
8293|8325,7391|7423,6764|6799,6195|6227,5411|5450,4813|4846,4092|4126,3354|3400
7860|7893,7096|7135,6521|6553,5958|5992,5182|5214,4498|4535,3776|3810,3019|3057
8406|8438,7463|7496,-1|-1,-1|-1,-1|-1,4881|4931,4180|4213,3454|3486
7976|8010,7173|7211,6598|6630,6027|6072,5251|5283,4581|4614,3854|3893,3111|3147
8477|8558,7534|7567,6840|6879,6291|6323,5489|5521,4965|4997,4253|4293,3531|3571
8101|8133,7253|7285,6946|6984,6359|6393,5579|5612,4658|4690,3933|3966,3193|3231
8590|8622,7667|7699,-1|-1,-1|-1,-1|-1,5030|5064,4347|4380,3617|3651
8171|8203,7322|7355,6679|6718,6109|6141,5323|5357,4733|4766,4015|4048,3276|3309
8277|8309,7375|7407,6748|6783,6179|6211,5395|5434,4797|4830,4076|4110,3338|3384
7844|7877,7080|7119,6505|6537,5942|5976,5166|5198,4482|4519,3760|3794,3003|3041
8390|8422,7447|7480,-1|-1,-1|-1,-1|-1,4865|4915,4164|4197,3438|3470
7960|7994,7157|7195,6582|6614,6011|6056,5235|5267,4565|4598,3838|3877,3095|3131
8461|8542,7518|7551,6824|6863,6275|6307,5473|5505,4949|4981,4237|4277,3515|3555
8085|8117,7237|7269,6930|6968,6343|6377,5563|5596,4642|4674,3917|3950,3177|3215
8574|8606,7651|7683,-1|-1,-1|-1,-1|-1,5014|5048,4331|4364,3601|3635
8155|8187,7306|7339,6663|6702,6093|6125,5307|5341,4717|4750,3999|4032,3260|3293
8297|8329,7395|7427,6768|6803,6199|6231,5415|5454,4817|4850,4096|4130,3358|3404
7864|7897,7100|7139,6525|6557,5962|5996,5186|5218,4502|4539,3780|3814,3023|3061
8410|8442,7467|7500,-1|-1,-1|-1,-1|-1,4885|4935,4184|4217,3458|3490
7980|8014,7177|7215,6602|6634,6031|6076,5255|5287,4585|4618,3858|3897,3115|3151
8481|8562,7538|7571,6844|6883,6295|6327,5493|5525,4969|5001,4257|4297,3535|3575
8105|8137,7257|7289,6950|6988,6363|6397,5583|5616,4662|4694,3937|3970,3197|3235
8594|8626,7671|7703,-1|-1,-1|-1,-1|-1,5034|5068,4351|4384,3621|3655
8175|8207,7326|7359,6683|6722,6113|6145,5327|5361,4737|4770,4019|4052,3280|3313
8281|8313,7379|7411,6752|6787,6183|6215,5399|5438,4801|4834,4080|4114,3342|3388
7848|7881,7084|7123,6509|6541,5946|5980,5170|5202,4486|4523,3764|3798,3007|3045
8394|8426,7451|7484,-1|-1,-1|-1,-1|-1,4869|4919,4168|4201,3442|3474
7964|7998,7161|7199,6586|6618,6015|6060,5239|5271,4569|4602,3842|3881,3099|3135
8465|8546,7522|7555,6828|6867,6279|6311,5477|5509,4953|4985,4241|4281,3519|3559
8089|8121,7241|7273,6934|6972,6347|6381,5567|5600,4646|4678,3921|3954,3181|3219
8578|8610,7655|7687,-1|-1,-1|-1,-1|-1,5018|5052,4335|4368,3605|3639
8159|8191,7310|7343,6667|6706,6097|6129,5311|5345,4721|4754,4003|4036,3264|3297
8289|8321,7387|7419,6760|6795,6191|6223,5407|5446,4809|4842,4088|4122,3350|3396
7856|7889,7092|7131,6517|6549,5954|5988,5178|5210,4494|4531,3772|3806,3015|3053
8402|8434,7459|7492,-1|-1,-1|-1,-1|-1,4877|4927,4176|4209,3450|3482
7972|8006,7169|7207,6594|6626,6023|6068,5247|5279,4577|4610,3850|3889,3107|3143
8473|8554,7530|7563,6836|6875,6287|6319,5485|5517,4961|4993,4249|4289,3527|3567
8097|8129,7249|7281,6942|6980,6355|6389,5575|5608,4654|4686,3929|3962,3189|3227
8586|8618,7663|7695,-1|-1,-1|-1,-1|-1,5026|5060,4343|4376,3613|3647
8167|8199,7318|7351,6675|6714,6105|6137,5319|5353,4729|4762,4011|4044,3272|3305
8273|8305,7371|7403,6744|6779,6175|6207,5391|5430,4793|4826,4072|4106,3334|3380
7840|7873,7076|7115,6501|6533,5938|5972,5162|5194,4478|4515,3756|3790,2999|3037
8386|8418,7443|7476,-1|-1,-1|-1,-1|-1,4861|4911,4160|4193,3434|3466
7956|7990,7153|7191,6578|6610,6007|6052,5231|5263,4561|4594,3834|3873,3091|3127
8457|8538,7514|7547,6820|6859,6271|6303,5469|5501,4945|4977,4233|4273,3511|3551
8081|8113,7233|7265,6926|6964,6339|6373,5559|5592,4638|4670,3913|3946,3173|3211
8570|8602,7647|7679,-1|-1,-1|-1,-1|-1,5010|5044,4327|4360,3597|3631
8151|8183,7302|7335,6659|6698,6089|6121,5303|5337,4713|4746,3995|4028,3256|3289
8299|8331,7397|7429,6770|6805,6201|6233,5417|5456,4819|4852,4098|4132,3360|3406
7866|7899,7102|7141,6527|6559,5964|5998,5188|5220,4504|4541,3782|3816,3025|3063
8412|8444,7469|7502,-1|-1,-1|-1,-1|-1,4887|4937,4186|4219,3460|3492
7982|8016,7179|7217,6604|6636,6033|6078,5257|5289,4587|4620,3860|3899,3117|3153
8483|8564,7540|7573,6846|6885,6297|6329,5495|5527,4971|5003,4259|4299,3537|3577
8107|8139,7259|7291,6952|6990,6365|6399,5585|5618,4664|4696,3939|3972,3199|3237
8596|8628,7673|7705,-1|-1,-1|-1,-1|-1,5036|5070,4353|4386,3623|3657
8177|8209,7328|7361,6685|6724,6115|6147,5329|5363,4739|4772,4021|4054,3282|3315
8283|8315,7381|7413,6754|6789,6185|6217,5401|5440,4803|4836,4082|4116,3344|3390
7850|7883,7086|7125,6511|6543,5948|5982,5172|5204,4488|4525,3766|3800,3009|3047
8396|8428,7453|7486,-1|-1,-1|-1,-1|-1,4871|4921,4170|4203,3444|3476
7966|8000,7163|7201,6588|6620,6017|6062,5241|5273,4571|4604,3844|3883,3101|3137
8467|8548,7524|7557,6830|6869,6281|6313,5479|5511,4955|4987,4243|4283,3521|3561
8091|8123,7243|7275,6936|6974,6349|6383,5569|5602,4648|4680,3923|3956,3183|3221
8580|8612,7657|7689,-1|-1,-1|-1,-1|-1,5020|5054,4337|4370,3607|3641
8161|8193,7312|7345,6669|6708,6099|6131,5313|5347,4723|4756,4005|4038,3266|3299
8291|8323,7389|7421,6762|6797,6193|6225,5409|5448,4811|4844,4090|4124,3352|3398
7858|7891,7094|7133,6519|6551,5956|5990,5180|5212,4496|4533,3774|3808,3017|3055
8404|8436,7461|7494,-1|-1,-1|-1,-1|-1,4879|4929,4178|4211,3452|3484
7974|8008,7171|7209,6596|6628,6025|6070,5249|5281,4579|4612,3852|3891,3109|3145
8475|8556,7532|7565,6838|6877,6289|6321,5487|5519,4963|4995,4251|4291,3529|3569
8099|8131,7251|7283,6944|6982,6357|6391,5577|5610,4656|4688,3931|3964,3191|3229
8588|8620,7665|7697,-1|-1,-1|-1,-1|-1,5028|5062,4345|4378,3615|3649
8169|8201,7320|7353,6677|6716,6107|6139,5321|5355,4731|4764,4013|4046,3274|3307
8275|8307,7373|7405,6746|6781,6177|6209,5393|5432,4795|4828,4074|4108,3336|3382
7842|7875,7078|7117,6503|6535,5940|5974,5164|5196,4480|4517,3758|3792,3001|3039
8388|8420,7445|7478,-1|-1,-1|-1,-1|-1,4863|4913,4162|4195,3436|3468
7958|7992,7155|7193,6580|6612,6009|6054,5233|5265,4563|4596,3836|3875,3093|3129
8459|8540,7516|7549,6822|6861,6273|6305,5471|5503,4947|4979,4235|4275,3513|3553
8083|8115,7235|7267,6928|6966,6341|6375,5561|5594,4640|4672,3915|3948,3175|3213
8572|8604,7649|7681,-1|-1,-1|-1,-1|-1,5012|5046,4329|4362,3599|3633
8153|8185,7304|7337,6661|6700,6091|6123,5305|5339,4715|4748,3997|4030,3258|3291
8295|8327,7393|7425,6766|6801,6197|6229,5413|5452,4815|4848,4094|4128,3356|3402
7862|7895,7098|7137,6523|6555,5960|5994,5184|5216,4500|4537,3778|3812,3021|3059
8408|8440,7465|7498,-1|-1,-1|-1,-1|-1,4883|4933,4182|4215,3456|3488
7978|8012,7175|7213,6600|6632,6029|6074,5253|5285,4583|4616,3856|3895,3113|3149
8479|8560,7536|7569,6842|6881,6293|6325,5491|5523,4967|4999,4255|4295,3533|3573
8103|8135,7255|7287,6948|6986,6361|6395,5581|5614,4660|4692,3935|3968,3195|3233
8592|8624,7669|7701,-1|-1,-1|-1,-1|-1,5032|5066,4349|4382,3619|3653
8173|8205,7324|7357,6681|6720,6111|6143,5325|5359,4735|4768,4017|4050,3278|3311
8279|8311,7377|7409,6750|6785,6181|6213,5397|5436,4799|4832,4078|4112,3340|3386
7846|7879,7082|7121,6507|6539,5944|5978,5168|5200,4484|4521,3762|3796,3005|3043
8392|8424,7449|7482,-1|-1,-1|-1,-1|-1,4867|4917,4166|4199,3440|3472
7962|7996,7159|7197,6584|6616,6013|6058,5237|5269,4567|4600,3840|3879,3097|3133
8463|8544,7520|7553,6826|6865,6277|6309,5475|5507,4951|4983,4239|4279,3517|3557
8087|8119,7239|7271,6932|6970,6345|6379,5565|5598,4644|4676,3919|3952,3179|3217
8576|8608,7653|7685,-1|-1,-1|-1,-1|-1,5016|5050,4333|4366,3603|3637
8157|8189,7308|7341,6665|6704,6095|6127,5309|5343,4719|4752,4001|4034,3262|3295
8287|8319,7385|7417,6758|6793,6189|6221,5405|5444,4807|4840,4086|4120,3348|3394
7854|7887,7090|7129,6515|6547,5952|5986,5176|5208,4492|4529,3770|3804,3013|3051
8400|8432,7457|7490,-1|-1,-1|-1,-1|-1,4875|4925,4174|4207,3448|3480
7970|8004,7167|7205,6592|6624,6021|6066,5245|5277,4575|4608,3848|3887,3105|3141
8471|8552,7528|7561,6834|6873,6285|6317,5483|5515,4959|4991,4247|4287,3525|3565
8095|8127,7247|7279,6940|6978,6353|6387,5573|5606,4652|4684,3927|3960,3187|3225
8584|8616,7661|7693,-1|-1,-1|-1,-1|-1,5024|5058,4341|4374,3611|3645
8165|8197,7316|7349,6673|6712,6103|6135,5317|5351,4727|4760,4009|4042,3270|3303
8271|8303,7369|7401,6742|6777,6173|6205,5389|5428,4791|4824,4070|4104,3332|3378
7838|7871,7074|7113,6499|6531,5936|5970,5160|5192,4476|4513,3754|3788,2997|3035
8384|8416,7441|7474,-1|-1,-1|-1,-1|-1,4859|4909,4158|4191,3432|3464
7954|7988,7151|7189,6576|6608,6005|6050,5229|5261,4559|4592,3832|3871,3089|3125
8455|8536,7512|7545,6818|6857,6269|6301,5467|5499,4943|4975,4231|4271,3509|3549
8079|8111,7231|7263,6924|6962,6337|6371,5557|5590,4636|4668,3911|3944,3171|3209
8568|8600,7645|7677,-1|-1,-1|-1,-1|-1,5008|5042,4325|4358,3595|3629
8149|8181,7300|7333,6657|6696,6087|6119,5301|5335,4711|4744,3993|4026,3254|3287
8663|8695,7790|7822,7039|7071,6455|6490,5659|5695,5114|5146,4435|4469,3698|3734
8647|8679,7774|7806,7023|7055,6439|6474,5643|5679,5098|5130,4419|4453,3682|3718
8655|8687,7782|7814,7031|7063,6447|6482,5651|5687,5106|5138,4427|4461,3690|3726
8639|8671,7766|7798,7015|7047,6431|6466,5635|5671,5090|5122,4411|4445,3674|3710
8659|8691,7786|7818,7035|7067,6451|6486,5655|5691,5110|5142,4431|4465,3694|3730
8643|8675,7770|7802,7019|7051,6435|6470,5639|5675,5094|5126,4415|4449,3678|3714
8651|8683,7778|7810,7027|7059,6443|6478,5647|5683,5102|5134,4423|4457,3686|3722
8635|8667,7762|7794,7011|7043,6427|6462,5631|5667,5086|5118,4407|4441,3670|3706
8661|8693,7788|7820,7037|7069,6453|6488,5657|5693,5112|5144,4433|4467,3696|3732
8645|8677,7772|7804,7021|7053,6437|6472,5641|5677,5096|5128,4417|4451,3680|3716
8653|8685,7780|7812,7029|7061,6445|6480,5649|5685,5104|5136,4425|4459,3688|3724
8637|8669,7764|7796,7013|7045,6429|6464,5633|5669,5088|5120,4409|4443,3672|3708
8657|8689,7784|7816,7033|7065,6449|6484,5653|5689,5108|5140,4429|4463,3692|3728
8641|8673,7768|7800,7017|7049,6433|6468,5637|5673,5092|5124,4413|4447,3676|3712
8649|8681,7776|7808,7025|7057,6441|6476,5645|5681,5100|5132,4421|4455,3684|3720
8633|8665,7760|7792,7009|7041,6425|6460,5629|5665,5084|5116,4405|4439,3668|3704
8662|8694,7789|7821,7038|7070,6454|6489,5658|5694,5113|5145,4434|4468,3697|3733
8646|8678,7773|7805,7022|7054,6438|6473,5642|5678,5097|5129,4418|4452,3681|3717
8654|8686,7781|7813,7030|7062,6446|6481,5650|5686,5105|5137,4426|4460,3689|3725
8638|8670,7765|7797,7014|7046,6430|6465,5634|5670,5089|5121,4410|4444,3673|3709
8658|8690,7785|7817,7034|7066,6450|6485,5654|5690,5109|5141,4430|4464,3693|3729
8642|8674,7769|7801,7018|7050,6434|6469,5638|5674,5093|5125,4414|4448,3677|3713
8650|8682,7777|7809,7026|7058,6442|6477,5646|5682,5101|5133,4422|4456,3685|3721
8634|8666,7761|7793,7010|7042,6426|6461,5630|5666,5085|5117,4406|4440,3669|3705
8660|8692,7787|7819,7036|7068,6452|6487,5656|5692,5111|5143,4432|4466,3695|3731
8644|8676,7771|7803,7020|7052,6436|6471,5640|5676,5095|5127,4416|4450,3679|3715
8652|8684,7779|7811,7028|7060,6444|6479,5648|5684,5103|5135,4424|4458,3687|3723
8636|8668,7763|7795,7012|7044,6428|6463,5632|5668,5087|5119,4408|4442,3671|3707
8656|8688,7783|7815,7032|7064,6448|6483,5652|5688,5107|5139,4428|4462,3691|3727
8640|8672,7767|7799,7016|7048,6432|6467,5636|5672,5091|5123,4412|4446,3675|3711
8648|8680,7775|7807,7024|7056,6440|6475,5644|5680,5099|5131,4420|4454,3683|3719
8632|8664,7759|7791,7008|7040,6424|6459,5628|5664,5083|5115,4404|4438,3667|3703
